activity_id,report_date,spent_time
250,2015-07-04,764
251,2015-07-04,480
251,2015-07-05,420
251,2015-07-06,422
252,2015-07-06,480
252,2015-07-07,360
252,2015-07-08,579
253,2015-07-08,360
253,2015-07-09,480
253,2015-07-10,671
254,2015-07-10,360
254,2015-07-11,420
254,2015-07-12,751
255,2015-07-12,480
255,2015-07-13,420
255,2015-07-14,580
256,2015-07-14,420
256,2015-07-15,360
256,2015-07-16,733
257,2015-07-16,480
257,2015-07-17,480
257,2015-07-18,368
258,2015-07-18,420
258,2015-07-19,480
258,2015-07-20,639
259,2015-07-20,360
259,2015-07-21,360
259,2015-07-22,629
260,2015-07-22,360
260,2015-07-23,420
260,2015-07-24,756
261,2018-05-22,360
261,2018-05-23,360
261,2018-05-24,480
261,2018-05-25,736
262,2018-05-25,420
262,2018-05-26,480
262,2018-05-27,360
262,2018-05-28,580
263,2018-05-28,480
263,2018-05-29,360
263,2018-05-30,420
263,2018-05-31,679
264,2018-05-31,420
264,2018-06-01,360
264,2018-06-02,360
264,2018-06-03,891
265,2018-06-03,480
265,2018-06-04,420
265,2018-06-05,360
265,2018-06-06,566
266,2018-06-06,360
266,2018-06-07,480
266,2018-06-08,480
266,2018-06-09,605
267,2018-06-09,360
267,2018-06-10,420
267,2018-06-11,420
267,2018-06-12,657
268,2018-06-12,480
268,2018-06-13,420
268,2018-06-14,480
268,2018-06-15,630
269,2018-06-15,360
269,2018-06-16,360
269,2018-06-17,360
269,2018-06-18,862
270,2018-06-18,420
270,2018-06-19,360
270,2018-06-20,420
270,2018-06-21,621
271,2018-06-21,360
271,2018-06-22,360
271,2018-06-23,360
271,2018-06-24,782
272,2018-06-24,480
272,2018-06-25,420
272,2018-06-26,360
272,2018-06-27,740
273,2018-06-27,480
273,2018-06-28,360
273,2018-06-29,420
273,2018-06-30,684
274,2018-06-30,360
274,2018-07-01,420
274,2018-07-02,360
274,2018-07-03,745
275,2018-07-03,480
275,2018-07-04,480
275,2018-07-05,360
275,2018-07-06,694
276,2018-07-06,420
276,2018-07-07,480
276,2018-07-08,420
276,2018-07-09,690
277,2018-07-09,480
277,2018-07-10,480
277,2018-07-11,360
277,2018-07-12,505
278,2018-07-12,480
278,2018-07-13,420
278,2018-07-14,480
278,2018-07-15,655
279,2018-07-15,480
279,2018-07-16,480
279,2018-07-17,480
279,2018-07-18,459
280,2018-07-18,420
280,2018-07-19,360
280,2018-07-20,420
280,2018-07-21,782
281,2018-07-21,480
281,2018-07-22,360
281,2018-07-23,420
281,2018-07-24,702
282,2018-07-24,360
282,2018-07-25,360
282,2018-07-26,420
282,2018-07-27,865
283,2018-07-27,420
283,2018-07-28,480
283,2018-07-29,480
283,2018-07-30,540
284,2018-07-30,360
284,2018-07-31,420
284,2018-08-01,420
284,2018-08-02,689
285,2018-08-02,360
285,2018-08-03,420
285,2018-08-04,360
285,2018-08-05,689
286,2018-08-05,360
286,2018-08-06,480
286,2018-08-07,420
286,2018-08-08,704
287,2018-08-08,420
287,2018-08-09,480
287,2018-08-10,360
287,2018-08-11,740
288,2018-08-11,480
288,2018-08-12,360
288,2018-08-13,360
288,2018-08-14,817
289,2018-08-14,420
289,2018-08-15,360
289,2018-08-16,420
289,2018-08-17,772
290,2018-08-17,420
290,2018-08-18,480
290,2018-08-19,420
290,2018-08-20,639
291,2018-08-20,420
291,2018-08-21,420
291,2018-08-22,360
291,2018-08-23,651
292,2018-08-23,480
292,2018-08-24,480
292,2018-08-25,480
292,2018-08-26,413
293,2018-08-26,480
293,2018-08-27,360
293,2018-08-28,420
293,2018-08-29,686
294,2018-08-29,480
294,2018-08-30,480
294,2018-08-31,360
294,2018-09-01,658
295,2018-09-01,420
295,2018-09-02,360
295,2018-09-03,480
295,2018-09-04,628
296,2018-09-04,420
296,2018-09-05,360
296,2018-09-06,480
296,2018-09-07,677
297,2018-09-07,360
297,2018-09-08,480
297,2018-09-09,360
297,2018-09-10,628
298,2018-09-10,480
298,2018-09-11,480
298,2018-09-12,480
298,2018-09-13,535
299,2018-09-13,360
299,2018-09-14,360
299,2018-09-15,360
299,2018-09-16,906
300,2018-09-16,480
300,2018-09-17,480
300,2018-09-18,360
300,2018-09-19,618
301,2017-01-22,480
301,2017-01-23,420
301,2017-01-24,509
302,2017-01-24,360
302,2017-01-25,480
302,2017-01-26,584
303,2017-01-26,360
303,2017-01-27,480
303,2017-01-28,543
304,2017-01-28,420
304,2017-01-29,480
304,2017-01-30,460
305,2017-01-30,480
305,2017-01-31,480
305,2017-02-01,430
306,2017-02-01,360
306,2017-02-02,480
306,2017-02-03,623
307,2017-02-03,420
307,2017-02-04,480
307,2017-02-05,439
308,2017-02-05,480
308,2017-02-06,420
308,2017-02-07,645
309,2017-02-07,480
309,2017-02-08,420
309,2017-02-09,481
310,2017-02-09,360
310,2017-02-10,420
310,2017-02-11,651
311,2017-02-11,420
311,2017-02-12,360
311,2017-02-13,744
312,2017-02-13,360
312,2017-02-14,420
312,2017-02-15,776
313,2017-02-15,420
313,2017-02-16,420
313,2017-02-17,572
314,2017-02-17,360
314,2017-02-18,420
314,2017-02-19,567
315,2017-02-19,360
315,2017-02-20,480
315,2017-02-21,502
316,2017-02-21,480
316,2017-02-22,360
316,2017-02-23,688
317,2017-02-23,480
317,2017-02-24,420
317,2017-02-25,645
318,2017-02-25,420
318,2017-02-26,480
318,2017-02-27,643
319,2017-02-27,480
319,2017-02-28,360
319,2017-03-01,559
320,2017-03-01,480
320,2017-03-02,480
320,2017-03-03,437
321,2017-03-03,420
321,2017-03-04,420
321,2017-03-05,599
322,2017-03-05,420
322,2017-03-06,480
322,2017-03-07,433
323,2017-03-07,360
323,2017-03-08,360
323,2017-03-09,809
324,2017-03-09,480
324,2017-03-10,420
324,2017-03-11,452
325,2017-03-11,360
325,2017-03-12,420
325,2017-03-13,649
326,2017-03-13,360
326,2017-03-14,360
326,2017-03-15,609
327,2017-03-15,360
327,2017-03-16,360
327,2017-03-17,815
328,2017-03-17,480
328,2017-03-18,420
328,2017-03-19,460
329,2017-03-19,480
329,2017-03-20,420
329,2017-03-21,595
330,2017-03-21,360
330,2017-03-22,480
330,2017-03-23,502
331,2020-02-03,420
331,2020-02-04,360
331,2020-02-05,360
331,2020-02-06,480
331,2020-02-07,360
331,2020-02-08,1011
332,2020-02-08,480
332,2020-02-09,420
332,2020-02-10,360
332,2020-02-11,420
332,2020-02-12,420
332,2020-02-13,809
333,2020-02-13,420
333,2020-02-14,480
333,2020-02-15,480
333,2020-02-16,360
333,2020-02-17,420
333,2020-02-18,630
334,2020-02-18,360
334,2020-02-19,360
334,2020-02-20,360
334,2020-02-21,420
334,2020-02-22,360
334,2020-02-23,915
335,2020-02-23,420
335,2020-02-24,360
335,2020-02-25,360
335,2020-02-26,420
335,2020-02-27,360
335,2020-02-28,998
336,2020-02-28,420
336,2020-02-29,480
336,2020-03-01,420
336,2020-03-02,360
336,2020-03-03,480
336,2020-03-04,744
337,2020-03-04,480
337,2020-03-05,360
337,2020-03-06,420
337,2020-03-07,420
337,2020-03-08,480
337,2020-03-09,603
338,2020-03-09,420
338,2020-03-10,360
338,2020-03-11,420
338,2020-03-12,360
338,2020-03-13,480
338,2020-03-14,764
339,2020-03-14,480
339,2020-03-15,480
339,2020-03-16,420
339,2020-03-17,420
339,2020-03-18,360
339,2020-03-19,828
340,2020-03-19,420
340,2020-03-20,360
340,2020-03-21,420
340,2020-03-22,480
340,2020-03-23,480
340,2020-03-24,802
341,2020-03-24,480
341,2020-03-25,480
341,2020-03-26,480
341,2020-03-27,360
341,2020-03-28,420
341,2020-03-29,646
342,2020-03-29,420
342,2020-03-30,420
342,2020-03-31,360
342,2020-04-01,420
342,2020-04-02,420
342,2020-04-03,875
343,2020-04-03,480
343,2020-04-04,480
343,2020-04-05,480
343,2020-04-06,420
343,2020-04-07,480
343,2020-04-08,456
344,2020-04-08,480
344,2020-04-09,360
344,2020-04-10,360
344,2020-04-11,360
344,2020-04-12,480
344,2020-04-13,868
345,2020-04-13,360
345,2020-04-14,420
345,2020-04-15,420
345,2020-04-16,420
345,2020-04-17,420
345,2020-04-18,726
346,2020-04-18,480
346,2020-04-19,480
346,2020-04-20,360
346,2020-04-21,360
346,2020-04-22,480
346,2020-04-23,645
347,2020-04-23,360
347,2020-04-24,480
347,2020-04-25,480
347,2020-04-26,480
347,2020-04-27,360
347,2020-04-28,796
348,2020-04-28,480
348,2020-04-29,420
348,2020-04-30,420
348,2020-05-01,360
348,2020-05-02,420
348,2020-05-03,788
349,2020-05-03,480
349,2020-05-04,480
349,2020-05-05,420
349,2020-05-06,420
349,2020-05-07,420
349,2020-05-08,642
350,2020-05-08,480
350,2020-05-09,420
350,2020-05-10,360
350,2020-05-11,360
350,2020-05-12,360
350,2020-05-13,822
351,2020-05-13,480
351,2020-05-14,360
351,2020-05-15,360
351,2020-05-16,360
351,2020-05-17,480
351,2020-05-18,745
352,2020-05-18,480
352,2020-05-19,420
352,2020-05-20,480
352,2020-05-21,420
352,2020-05-22,420
352,2020-05-23,713
353,2020-05-23,360
353,2020-05-24,480
353,2020-05-25,420
353,2020-05-26,480
353,2020-05-27,420
353,2020-05-28,639
354,2020-05-28,360
354,2020-05-29,480
354,2020-05-30,420
354,2020-05-31,480
354,2020-06-01,420
354,2020-06-02,795
355,2020-06-02,420
355,2020-06-03,480
355,2020-06-04,480
355,2020-06-05,420
355,2020-06-06,360
355,2020-06-07,762
356,2020-06-07,480
356,2020-06-08,480
356,2020-06-09,420
356,2020-06-10,480
356,2020-06-11,360
356,2020-06-12,705
357,2020-06-12,480
357,2020-06-13,480
357,2020-06-14,360
357,2020-06-15,420
357,2020-06-16,480
357,2020-06-17,734
358,2020-06-17,360
358,2020-06-18,480
358,2020-06-19,360
358,2020-06-20,480
358,2020-06-21,360
358,2020-06-22,823
359,2020-06-22,480
359,2020-06-23,420
359,2020-06-24,480
359,2020-06-25,420
359,2020-06-26,480
359,2020-06-27,677
360,2020-06-27,420
360,2020-06-28,360
360,2020-06-29,480
360,2020-06-30,360
360,2020-07-01,420
360,2020-07-02,891
361,2020-07-02,420
361,2020-07-03,420
361,2020-07-04,420
361,2020-07-05,480
361,2020-07-06,360
361,2020-07-07,750
362,2020-07-07,480
362,2020-07-08,420
362,2020-07-09,360
362,2020-07-10,420
362,2020-07-11,360
362,2020-07-12,927
363,2020-07-12,480
363,2020-07-13,420
363,2020-07-14,480
363,2020-07-15,420
363,2020-07-16,420
363,2020-07-17,610
364,2020-07-17,480
364,2020-07-18,420
364,2020-07-19,360
364,2020-07-20,360
364,2020-07-21,480
364,2020-07-22,683
365,2020-07-22,480
365,2020-07-23,420
365,2020-07-24,420
365,2020-07-25,480
365,2020-07-26,420
365,2020-07-27,632
366,2020-07-27,420
366,2020-07-28,480
366,2020-07-29,480
366,2020-07-30,420
366,2020-07-31,360
366,2020-08-01,834
367,2020-08-01,420
367,2020-08-02,420
367,2020-08-03,480
367,2020-08-04,360
367,2020-08-05,360
367,2020-08-06,846
368,2020-08-06,360
368,2020-08-07,480
368,2020-08-08,480
368,2020-08-09,480
368,2020-08-10,420
368,2020-08-11,656
369,2020-08-11,480
369,2020-08-12,360
369,2020-08-13,480
369,2020-08-14,420
369,2020-08-15,360
369,2020-08-16,685
370,2020-08-16,360
370,2020-08-17,360
370,2020-08-18,360
370,2020-08-19,420
370,2020-08-20,420
370,2020-08-21,917
371,2020-08-21,480
371,2020-08-22,360
371,2020-08-23,480
371,2020-08-24,360
371,2020-08-25,360
371,2020-08-26,814
372,2020-08-26,360
372,2020-08-27,420
372,2020-08-28,420
372,2020-08-29,360
372,2020-08-30,480
372,2020-08-31,856
373,2020-08-31,420
373,2020-09-01,360
373,2020-09-02,480
373,2020-09-03,480
373,2020-09-04,420
373,2020-09-05,816
374,2020-09-05,360
374,2020-09-06,480
374,2020-09-07,480
374,2020-09-08,360
374,2020-09-09,420
374,2020-09-10,832
375,2020-09-10,420
375,2020-09-11,480
375,2020-09-12,420
375,2020-09-13,480
375,2020-09-14,360
375,2020-09-15,700
376,2020-09-15,360
376,2020-09-16,360
376,2020-09-17,360
376,2020-09-18,420
376,2020-09-19,480
376,2020-09-20,794
377,2020-09-20,360
377,2020-09-21,360
377,2020-09-22,360
377,2020-09-23,420
377,2020-09-24,360
377,2020-09-25,924
378,2020-09-25,420
378,2020-09-26,420
378,2020-09-27,420
378,2020-09-28,360
378,2020-09-29,360
378,2020-09-30,785
379,2020-09-30,360
379,2020-10-01,420
379,2020-10-02,360
379,2020-10-03,480
379,2020-10-04,420
379,2020-10-05,810
380,2020-10-05,420
380,2020-10-06,480
380,2020-10-07,360
380,2020-10-08,480
380,2020-10-09,420
380,2020-10-10,803
381,2020-10-10,420
381,2020-10-11,480
381,2020-10-12,420
381,2020-10-13,420
381,2020-10-14,480
381,2020-10-15,554
382,2020-10-15,360
382,2020-10-16,360
382,2020-10-17,480
382,2020-10-18,420
382,2020-10-19,360
382,2020-10-20,953
383,2020-10-20,360
383,2020-10-21,420
383,2020-10-22,420
383,2020-10-23,480
383,2020-10-24,360
383,2020-10-25,896
384,2020-10-25,360
384,2020-10-26,420
384,2020-10-27,480
384,2020-10-28,360
384,2020-10-29,420
384,2020-10-30,892
385,2020-10-30,360
385,2020-10-31,360
385,2020-11-01,420
385,2020-11-02,420
385,2020-11-03,360
385,2020-11-04,1020
386,2020-11-04,420
386,2020-11-05,420
386,2020-11-06,360
386,2020-11-07,360
386,2020-11-08,480
386,2020-11-09,763
387,2020-11-09,480
387,2020-11-10,480
387,2020-11-11,420
387,2020-11-12,360
387,2020-11-13,360
387,2020-11-14,759
388,2020-11-14,420
388,2020-11-15,420
388,2020-11-16,420
388,2020-11-17,480
388,2020-11-18,420
388,2020-11-19,827
389,2020-11-19,360
389,2020-11-20,480
389,2020-11-21,360
389,2020-11-22,360
389,2020-11-23,420
389,2020-11-24,854
390,2020-11-24,420
390,2020-11-25,480
390,2020-11-26,420
390,2020-11-27,480
390,2020-11-28,360
390,2020-11-29,782
391,2020-11-22,420
391,2020-11-23,420
391,2020-11-24,360
391,2020-11-25,817
392,2020-11-25,420
392,2020-11-26,480
392,2020-11-27,420
392,2020-11-28,548
393,2020-11-28,480
393,2020-11-29,360
393,2020-11-30,360
393,2020-12-01,626
394,2020-12-01,420
394,2020-12-02,420
394,2020-12-03,480
394,2020-12-04,593
395,2020-12-04,480
395,2020-12-05,360
395,2020-12-06,360
395,2020-12-07,611
396,2020-12-07,360
396,2020-12-08,480
396,2020-12-09,480
396,2020-12-10,658
397,2020-12-10,360
397,2020-12-11,420
397,2020-12-12,360
397,2020-12-13,828
398,2020-12-13,480
398,2020-12-14,480
398,2020-12-15,420
398,2020-12-16,585
399,2020-12-16,480
399,2020-12-17,480
399,2020-12-18,420
399,2020-12-19,657
400,2020-12-19,480
400,2020-12-20,420
400,2020-12-21,360
400,2020-12-22,687
401,2020-12-22,480
401,2020-12-23,360
401,2020-12-24,480
401,2020-12-25,529
402,2020-12-25,480
402,2020-12-26,420
402,2020-12-27,480
402,2020-12-28,619
403,2020-12-28,480
403,2020-12-29,360
403,2020-12-30,480
403,2020-12-31,686
404,2020-12-31,360
404,2021-01-01,360
404,2021-01-02,480
404,2021-01-03,719
405,2021-01-03,360
405,2021-01-04,360
405,2021-01-05,360
405,2021-01-06,787
406,2021-01-06,420
406,2021-01-07,360
406,2021-01-08,420
406,2021-01-09,765
407,2021-01-09,420
407,2021-01-10,360
407,2021-01-11,480
407,2021-01-12,694
408,2021-01-12,360
408,2021-01-13,480
408,2021-01-14,360
408,2021-01-15,618
409,2021-01-15,360
409,2021-01-16,360
409,2021-01-17,420
409,2021-01-18,695
410,2021-01-18,480
410,2021-01-19,420
410,2021-01-20,360
410,2021-01-21,598
411,2021-01-21,420
411,2021-01-22,360
411,2021-01-23,360
411,2021-01-24,754
412,2021-01-24,420
412,2021-01-25,360
412,2021-01-26,480
412,2021-01-27,568
413,2021-01-27,420
413,2021-01-28,420
413,2021-01-29,360
413,2021-01-30,761
414,2021-01-30,360
414,2021-01-31,480
414,2021-02-01,480
414,2021-02-02,495
415,2021-02-02,420
415,2021-02-03,360
415,2021-02-04,360
415,2021-02-05,767
416,2021-02-05,480
416,2021-02-06,480
416,2021-02-07,420
416,2021-02-08,454
417,2021-02-08,420
417,2021-02-09,360
417,2021-02-10,480
417,2021-02-11,563
418,2021-02-11,360
418,2021-02-12,420
418,2021-02-13,360
418,2021-02-14,662
419,2021-02-14,360
419,2021-02-15,480
419,2021-02-16,480
419,2021-02-17,628
420,2021-02-17,360
420,2021-02-18,420
420,2021-02-19,360
420,2021-02-20,718
421,2021-02-20,420
421,2021-02-21,360
421,2021-02-22,360
421,2021-02-23,705
422,2021-02-23,360
422,2021-02-24,480
422,2021-02-25,360
422,2021-02-26,724
423,2021-02-26,480
423,2021-02-27,420
423,2021-02-28,480
423,2021-03-01,550
424,2021-03-01,420
424,2021-03-02,480
424,2021-03-03,360
424,2021-03-04,713
425,2021-03-04,480
425,2021-03-05,420
425,2021-03-06,420
425,2021-03-07,583
426,2021-03-07,360
426,2021-03-08,420
426,2021-03-09,480
426,2021-03-10,741
427,2021-03-10,360
427,2021-03-11,480
427,2021-03-12,420
427,2021-03-13,564
428,2021-03-13,360
428,2021-03-14,360
428,2021-03-15,480
428,2021-03-16,659
429,2021-03-16,480
429,2021-03-17,480
429,2021-03-18,420
429,2021-03-19,476
430,2021-03-19,420
430,2021-03-20,360
430,2021-03-21,420
430,2021-03-22,818
431,2018-05-24,420
431,2018-05-25,360
431,2018-05-26,480
431,2018-05-27,360
431,2018-05-28,420
431,2018-05-29,957
432,2018-05-29,480
432,2018-05-30,480
432,2018-05-31,420
432,2018-06-01,480
432,2018-06-02,360
432,2018-06-03,772
433,2018-06-03,480
433,2018-06-04,360
433,2018-06-05,360
433,2018-06-06,360
433,2018-06-07,480
433,2018-06-08,733
434,2018-06-08,420
434,2018-06-09,360
434,2018-06-10,420
434,2018-06-11,360
434,2018-06-12,420
434,2018-06-13,915
435,2018-06-13,420
435,2018-06-14,360
435,2018-06-15,420
435,2018-06-16,360
435,2018-06-17,480
435,2018-06-18,958
436,2018-06-18,420
436,2018-06-19,480
436,2018-06-20,420
436,2018-06-21,420
436,2018-06-22,480
436,2018-06-23,717
437,2018-06-23,480
437,2018-06-24,360
437,2018-06-25,360
437,2018-06-26,480
437,2018-06-27,360
437,2018-06-28,811
438,2018-06-28,420
438,2018-06-29,360
438,2018-06-30,480
438,2018-07-01,480
438,2018-07-02,360
438,2018-07-03,816
439,2018-07-03,480
439,2018-07-04,360
439,2018-07-05,420
439,2018-07-06,480
439,2018-07-07,420
439,2018-07-08,773
440,2018-07-08,360
440,2018-07-09,360
440,2018-07-10,360
440,2018-07-11,360
440,2018-07-12,420
440,2018-07-13,988
441,2018-07-13,360
441,2018-07-14,360
441,2018-07-15,420
441,2018-07-16,360
441,2018-07-17,420
441,2018-07-18,1072
442,2018-07-18,360
442,2018-07-19,360
442,2018-07-20,480
442,2018-07-21,480
442,2018-07-22,480
442,2018-07-23,607
443,2018-07-23,420
443,2018-07-24,420
443,2018-07-25,480
443,2018-07-26,360
443,2018-07-27,420
443,2018-07-28,795
444,2018-07-28,360
444,2018-07-29,420
444,2018-07-30,480
444,2018-07-31,480
444,2018-08-01,480
444,2018-08-02,608
445,2018-08-02,480
445,2018-08-03,360
445,2018-08-04,480
445,2018-08-05,480
445,2018-08-06,420
445,2018-08-07,724
446,2018-08-07,480
446,2018-08-08,360
446,2018-08-09,480
446,2018-08-10,420
446,2018-08-11,480
446,2018-08-12,768
447,2018-08-12,480
447,2018-08-13,480
447,2018-08-14,480
447,2018-08-15,360
447,2018-08-16,420
447,2018-08-17,777
448,2018-08-17,360
448,2018-08-18,480
448,2018-08-19,420
448,2018-08-20,480
448,2018-08-21,480
448,2018-08-22,760
449,2018-08-22,360
449,2018-08-23,480
449,2018-08-24,480
449,2018-08-25,420
449,2018-08-26,360
449,2018-08-27,884
450,2018-08-27,420
450,2018-08-28,360
450,2018-08-29,360
450,2018-08-30,480
450,2018-08-31,420
450,2018-09-01,923
451,2018-09-01,360
451,2018-09-02,420
451,2018-09-03,480
451,2018-09-04,360
451,2018-09-05,480
451,2018-09-06,828
452,2018-09-06,420
452,2018-09-07,360
452,2018-09-08,360
452,2018-09-09,360
452,2018-09-10,480
452,2018-09-11,944
453,2018-09-11,360
453,2018-09-12,480
453,2018-09-13,420
453,2018-09-14,420
453,2018-09-15,420
453,2018-09-16,759
454,2018-09-16,360
454,2018-09-17,420
454,2018-09-18,480
454,2018-09-19,420
454,2018-09-20,360
454,2018-09-21,836
455,2018-09-21,360
455,2018-09-22,480
455,2018-09-23,360
455,2018-09-24,360
455,2018-09-25,360
455,2018-09-26,951
456,2018-09-26,420
456,2018-09-27,420
456,2018-09-28,480
456,2018-09-29,420
456,2018-09-30,360
456,2018-10-01,830
457,2018-10-01,420
457,2018-10-02,420
457,2018-10-03,360
457,2018-10-04,360
457,2018-10-05,360
457,2018-10-06,1042
458,2018-10-06,480
458,2018-10-07,480
458,2018-10-08,480
458,2018-10-09,360
458,2018-10-10,420
458,2018-10-11,644
459,2018-10-11,420
459,2018-10-12,420
459,2018-10-13,360
459,2018-10-14,360
459,2018-10-15,480
459,2018-10-16,842
460,2018-10-16,360
460,2018-10-17,360
460,2018-10-18,480
460,2018-10-19,480
460,2018-10-20,480
460,2018-10-21,719
461,2018-10-21,480
461,2018-10-22,420
461,2018-10-23,360
461,2018-10-24,480
461,2018-10-25,480
461,2018-10-26,669
462,2018-10-26,360
462,2018-10-27,360
462,2018-10-28,480
462,2018-10-29,360
462,2018-10-30,480
462,2018-10-31,778
463,2018-10-31,360
463,2018-11-01,420
463,2018-11-02,360
463,2018-11-03,360
463,2018-11-04,480
463,2018-11-05,984
464,2018-11-05,420
464,2018-11-06,480
464,2018-11-07,420
464,2018-11-08,420
464,2018-11-09,480
464,2018-11-10,725
465,2018-11-10,480
465,2018-11-11,480
465,2018-11-12,480
465,2018-11-13,480
465,2018-11-14,480
465,2018-11-15,545
466,2018-11-15,480
466,2018-11-16,480
466,2018-11-17,360
466,2018-11-18,360
466,2018-11-19,360
466,2018-11-20,792
467,2018-11-20,480
467,2018-11-21,420
467,2018-11-22,360
467,2018-11-23,480
467,2018-11-24,360
467,2018-11-25,730
468,2018-11-25,360
468,2018-11-26,480
468,2018-11-27,360
468,2018-11-28,480
468,2018-11-29,420
468,2018-11-30,771
469,2018-11-30,480
469,2018-12-01,360
469,2018-12-02,480
469,2018-12-03,360
469,2018-12-04,360
469,2018-12-05,855
470,2018-12-05,360
470,2018-12-06,420
470,2018-12-07,360
470,2018-12-08,480
470,2018-12-09,420
470,2018-12-10,763
471,2018-12-10,360
471,2018-12-11,480
471,2018-12-12,360
471,2018-12-13,480
471,2018-12-14,480
471,2018-12-15,808
472,2018-12-15,360
472,2018-12-16,360
472,2018-12-17,360
472,2018-12-18,360
472,2018-12-19,360
472,2018-12-20,973
473,2018-12-20,480
473,2018-12-21,360
473,2018-12-22,360
473,2018-12-23,420
473,2018-12-24,420
473,2018-12-25,817
474,2018-12-25,360
474,2018-12-26,480
474,2018-12-27,360
474,2018-12-28,360
474,2018-12-29,420
474,2018-12-30,998
475,2018-12-30,420
475,2018-12-31,480
475,2019-01-01,480
475,2019-01-02,480
475,2019-01-03,360
475,2019-01-04,668
476,2019-01-04,360
476,2019-01-05,360
476,2019-01-06,360
476,2019-01-07,420
476,2019-01-08,360
476,2019-01-09,1022
477,2019-01-09,480
477,2019-01-10,420
477,2019-01-11,360
477,2019-01-12,360
477,2019-01-13,420
477,2019-01-14,844
478,2019-01-14,420
478,2019-01-15,360
478,2019-01-16,480
478,2019-01-17,480
478,2019-01-18,480
478,2019-01-19,767
479,2019-01-19,480
479,2019-01-20,480
479,2019-01-21,480
479,2019-01-22,420
479,2019-01-23,360
479,2019-01-24,748
480,2019-01-24,420
480,2019-01-25,360
480,2019-01-26,480
480,2019-01-27,480
480,2019-01-28,420
480,2019-01-29,752
481,2019-01-29,360
481,2019-01-30,480
481,2019-01-31,480
481,2019-02-01,420
481,2019-02-02,480
481,2019-02-03,540
482,2019-02-03,420
482,2019-02-04,420
482,2019-02-05,360
482,2019-02-06,480
482,2019-02-07,420
482,2019-02-08,868
483,2019-02-08,360
483,2019-02-09,360
483,2019-02-10,480
483,2019-02-11,360
483,2019-02-12,360
483,2019-02-13,1051
484,2019-02-13,480
484,2019-02-14,420
484,2019-02-15,360
484,2019-02-16,420
484,2019-02-17,420
484,2019-02-18,838
485,2019-02-18,480
485,2019-02-19,360
485,2019-02-20,480
485,2019-02-21,420
485,2019-02-22,480
485,2019-02-23,611
486,2019-02-23,480
486,2019-02-24,420
486,2019-02-25,420
486,2019-02-26,360
486,2019-02-27,420
486,2019-02-28,700
487,2019-02-28,360
487,2019-03-01,420
487,2019-03-02,360
487,2019-03-03,360
487,2019-03-04,480
487,2019-03-05,909
488,2019-03-05,480
488,2019-03-06,360
488,2019-03-07,360
488,2019-03-08,360
488,2019-03-09,360
488,2019-03-10,971
489,2019-03-10,480
489,2019-03-11,360
489,2019-03-12,360
489,2019-03-13,420
489,2019-03-14,360
489,2019-03-15,867
490,2019-03-15,360
490,2019-03-16,420
490,2019-03-17,360
490,2019-03-18,360
490,2019-03-19,360
490,2019-03-20,979
491,2018-11-14,360
491,2018-11-15,493
492,2018-11-15,480
492,2018-11-16,409
493,2018-11-16,480
493,2018-11-17,488
494,2018-11-17,420
494,2018-11-18,622
495,2018-11-18,480
495,2018-11-19,500
496,2018-11-19,420
496,2018-11-20,542
497,2018-11-20,420
497,2018-11-21,487
498,2018-11-21,420
498,2018-11-22,551
499,2018-11-22,420
499,2018-11-23,548
500,2018-11-23,360
500,2018-11-24,556
501,2018-11-24,480
501,2018-11-25,530
502,2018-11-25,360
502,2018-11-26,578
503,2018-11-26,480
503,2018-11-27,445
504,2018-11-27,360
504,2018-11-28,702
505,2018-11-28,420
505,2018-11-29,464
506,2018-11-29,360
506,2018-11-30,501
507,2018-11-30,360
507,2018-12-01,584
508,2018-12-01,480
508,2018-12-02,480
509,2018-12-02,420
509,2018-12-03,443
510,2018-12-03,420
510,2018-12-04,526
511,2016-06-02,480
511,2016-06-03,480
511,2016-06-04,540
512,2016-06-04,360
512,2016-06-05,480
512,2016-06-06,589
513,2016-06-06,480
513,2016-06-07,420
513,2016-06-08,444
514,2016-06-08,480
514,2016-06-09,420
514,2016-06-10,420
515,2016-06-10,480
515,2016-06-11,420
515,2016-06-12,516
516,2016-06-12,360
516,2016-06-13,480
516,2016-06-14,640
517,2016-06-14,480
517,2016-06-15,480
517,2016-06-16,460
518,2016-06-16,480
518,2016-06-17,480
518,2016-06-18,561
519,2016-06-18,480
519,2016-06-19,420
519,2016-06-20,445
520,2016-06-20,480
520,2016-06-21,360
520,2016-06-22,508
521,2016-06-22,360
521,2016-06-23,420
521,2016-06-24,660
522,2016-06-24,360
522,2016-06-25,480
522,2016-06-26,690
523,2016-06-26,420
523,2016-06-27,420
523,2016-06-28,665
524,2016-06-28,480
524,2016-06-29,480
524,2016-06-30,404
525,2016-06-30,480
525,2016-07-01,360
525,2016-07-02,562
526,2016-07-02,480
526,2016-07-03,480
526,2016-07-04,504
527,2016-07-04,360
527,2016-07-05,360
527,2016-07-06,767
528,2016-07-06,420
528,2016-07-07,420
528,2016-07-08,607
529,2016-07-08,480
529,2016-07-09,420
529,2016-07-10,518
530,2016-07-10,420
530,2016-07-11,480
530,2016-07-12,524
531,2016-07-12,360
531,2016-07-13,360
531,2016-07-14,832
532,2016-07-14,480
532,2016-07-15,360
532,2016-07-16,718
533,2016-07-16,420
533,2016-07-17,360
533,2016-07-18,570
